id,titre,metier,entreprise,salaire_proposer,salaire_min,salaire_max,salaire_avg,description,experience,competences,ville,departement,region
6983236,Software Designer (H/F),devops,PRECIA,Annuel de 40000.0 Euros à 45000.0 Euros,40000,45000,42500,Rejoignez PRECIA MOLEN  le leader innovant du pesage industriel ! Depuis plus de 70 ans  PRECIA MOLEN  entreprise familiale française  conçoit et fabrique des solutions de pesage de haute qualité. Présents à l’échelle nationale et internationale  nous sommes reconnus pour notre expertise et notre engagement en matière de recherche et développement. Nous recherchons notre prochain Développeur Logiciel C++ Qt QML (H/F) au siège à Veyras (07). VOTRE MISSION : Rattaché(e) au Responsable Développement Logiciel  vous aurez la charge de développer les solutions logicielles personnalisées pour nos clients et notamment leurs Interfaces Homme-Machine (IHM) en coopération avec nos automaticiens. Les solutions  très variées  sont déployées sur nos plateformes embarquées basées sur Linux ou sur PC Windows. VOTRE QUOTIDIEN : Comprendre les besoins à partir des cahiers des charges et spécifications fonctionnelles  Proposer les conceptions générales et estimer les charges de travail  Concevoir les logiciels et leur interface utilisateur (Design UI)  Contribuer aux analyses fonctionnelles et aux spécifications techniques  Développer les logiciels et les tester avec leur écosystème matériel ou par simulation  Assurer le support  la maintenance et la veille technologique/cyber des logiciels existants  Rédiger les documentations techniques et contribuer aux documentations utilisateurs Collaborer avec les équipes et les chefs de projet pour garantir la réussite des livrables Améliorer nos outils et solutions logicielles avec nos équipes RetD et bureaux d’études VOTRE PROFIL : Expérience professionnelle confirmée (5 ans minimum) de développement C++ Qt QML dont une partie en développement embarqué sous Linux Maitrise d’un ou plusieurs environnements et outils d’ingénierie logicielle : éditeurs (Qt Creator  Visual Studio …)  gestion de configuration (Git …)  outils DevOps (GitLab …) Connaissance des architectures (client/serveur  3 tiers  API (dont web)) et des réseaux tcp/ip Connaissance des bus de terrains (ModBus TCP  …) Compréhension de la cybersécurité (dont DevSecOps) et des normes (notamment CRA) Anglais professionnel : maîtrise à l’écrit et à l’oral (niveau B2 minimum). Savoir-être : Curiosité technique  autonomie et agilité Rigueur  esprit critique  capacité d’adaptation Capacité d’analyse et de synthèse  communication claire Esprit d’équipe et proactivité,Intermédiaire (2-5 ans),"git, gitlab, linux",07 - Veyras,7,Auvergne-Rhône-Alpes
200JQBG,Ingénieur de Production / Devops / ItOps (H/F),devops,CONSORT FRANCE,Annuel de 50000.0 Euros à 65000.0 Euros sur 12.0 mois,50000,65000,57500,Chaque moment compte. Surtout ceux que vous vivez à fond. Bienvenue chez Consort Group. Consort Group  accompagne depuis plus de 30 ans les entreprises dans la valorisation de leurs données et infrastructures. Elle s'appuie sur deux leaders  Consortis et Consortia  et place l'humain et la responsabilité sociétale au cœur de ses valeurs. Ingénieur de Production / Devops / ItOps H/F Vous êtes passionné-e par les environnements de production complexes et le pilotage de projets techniques ? Ce poste est fait pour vous. En tant qu'Ingénieur OPS / Chef de projet Production  vous êtes responsable du pilotage des projets OPS et de la fiabilisation de la production au sein de la division APS Payment & Monétique. Vous interviendrez sur deux périmètres clés : le domaine applicatif du SI Cash Management le domaine Security & Technical Office  transverse à toute l'APS PM C'est votre parcours Vous avez au moins 5 ans d'expérience dans des environnements OPS/Production exigeants  avec une double compétence technique et gestion de projet. Vous aimez piloter  coordonner et mettre les mains dans la technique tout en innovant. Vous cherchez un cadre où vos idées comptent et où la collaboration est au cœur de la réussite. C'est votre expertise Cloud IBM Systèmes Linux (80%) et Windows Kubernetes  OpenShift  Docker  Terraform  Helm  Hashicorp Vault Autosys  CFT  MQ Series Bases de données : Oracle (Exadata  ExaCC)  SQL Server  PostgreSQL  MongoDB  Cassandra Kafka  Zookeeper  ElasticSearch Supervision : Dynatrace  Kibana  Grafana Outils CI/CD : GitLab CI  Jenkins  ArgoCD  Ansible Tower  Digital.ai Release ServiceNow  Clarity Solide culture infra/système et bonnes pratiques de gestion de production C'est votre manière de faire équipe Rigueur et sens de l'organisation Capacité à piloter plusieurs projets simultanément Esprit d'équipe et sens du collectif Excellente communication avec les équipes techniques et métiers Force de proposition et autonomie Goût du challenge et de la résolution de problèmes C'est bon à savoir Lieu : Montreuil  France Télétravail : possible (hybride selon mission) Contrat : CDI Salaire : de 50k€ à 60k€ selon expérience brut annuel Famille métier : DevOps / Intégration continue / Systèmes,Intermédiaire (2-5 ans),"ansible, cassandra, docker, elasticsearch, gitlab, gitlab ci, grafana, jenkins, kafka, kubernetes, linux, mongodb, oracle, postgresql, sql, sql server, terraform",08 - VAUX MONTREUIL,8,Grand Est
201GGFR,Ingénieur / Ingénieure DevSecOps (H/F),devops,OPTA LP SAS (OPTACARE),Annuel de 36000.0 Euros à 42000.0 Euros sur 12.0 mois,36000,42000,39000,Description du poste : Créée en 2013  OPTACARE (S.A.S. Opta LP)  installée à la Technopole de l'Aube  développe des solutions numériques innovantes d'optimisation et d'aide à la décision (prévisions de flux aux urgences  planification des ressources  optimisation des approvisionnements  etc.) dans les établissements de santé. Ces solutions intègrent des algorithmes issus de la recherche  s'appuyant sur de l'analyse de données  de l'intelligence artificielle  et de l'optimisation en temps réel. L'équipe est aujourd'hui composée de 25 personnes avec un savoir-faire dans le développement de solutions numériques et des valeurs axées autour d'une proximité entretenue avec nos clients pour une parfaite satisfaction. Notre croissance et développement nous emmènent à des enjeux divers et un changement d'échelle qui nécessitent une bonne organisation et un renforcement de l'équipe technique. Dans ce cadre  nous recherchons notre ingénieur(e) DevOps. Au sein de l'équipe technique d'Optacare  l'ingénieur aura comme principale mission de contribuer aux différents travaux de développements et de contribuer au bon déroulement des projets. Vos missions : Assurer la collaboration efficace entre les équipes de développement et d'exploitation pour optimiser la livraison des logiciels  automatiser les processus et garantir la stabilité des systèmes : Automatisation : Mettre en place et maintenir des pipelines d'intégration continue/déploiement continu (CI/CD) fournie par Gitlab. Automatiser les tâches récurrentes liées au déploiement et à la gestion de l'infrastructure. Collaboration : Faciliter la communication et la collaboration entre les équipes de développement et d'exploitation. Participer à la planification des releases avec les équipes produit. Infrastructure as Code (IaC) : Savoir utiliser des outils tels que Ansible  ou équivalents pour déployer et gérer l'infrastructure. Maitriser Kubernetes hors des cloud providers Surveillance et Gestion des incidents : Mettre en place des outils de surveillance pour garantir la disponibilité et les performances des applications. Participer à la résolution des incidents et à l'amélioration continue des processus. Sécurité : Intégrer les pratiques et les consignes de sécurité fournies par le DPO. Veiller à la conformité aux normes de sécurité sur les déploiements. Votre profil : Compétences requises : Gestion de serveur Linux (Debian like  red hat  .) Maîtrise des outils de CI/CD (GitLab CI.). Capacité d'adaptation sur les nouveaux produits et technologies Connaissance des outils d'automatisation et d'IaC pour implémentation. Compétences en Scripting (Shell  Java  python .). Méthodologie DevOps et agiles. Expérience avec des outils de surveillance (Prometheus/Grafana  Nagios etc.). Être force de propositions et rigoureux(se) Qualifications : Diplôme en informatique  génie logiciel  Système ou expérience équivalente. Expérience minimale requise en tant que DevOps ou expérience similaire Savoir-être : Les qualités attendues : Autonomie dans le travail Implication  organisation  et force de proposition Curiosité  écoute Rigueur  persévérance  motivation Adaptabilité aux situations et aux différents interlocuteurs Capacité démontrée à résoudre des problèmes de manière créative et efficace. Capacité d'intégration dans une équipe dynamique et mobilisée pour la réussite de l'entreprise. Conditions Contrat : CDI à plein temps Poste à pourvoir : dès que possible Pourquoi nous rejoindre ? Intégrer une entreprise à taille humaine en pleine croissance. Participer à des projets concrets dans le secteur de la santé. Monter en compétence sur des standards d'interopérabilité recherchés.,Junior (0-2 ans),"ansible, debian, gitlab, gitlab ci, grafana, java, kubernetes, linux, prometheus, python, shell",10 - ROSIERES PRES TROYES,10,Grand Est
6961461,Administrateur réseau et systèmes (H/F),administrateur systeme linux,Mercato de l'emploi,Annuel de 30000.0 Euros à 35000.0 Euros,30000,35000,32500,RESPONSABILITÉS : Vos missions Au sein d'une équipe à taille humaine  vous interviendrez sur l'administration  la maintenance et l'évolution des infrastructures systèmes et réseaux  en interne comme chez les clients. Support & assistance • Diagnostiquer et résoudre les incidents systèmes  réseaux et logiciels • Assurer le support utilisateurs de niveau 1 et 2 (à distance et sur site) • Suivre les demandes via l'outil de ticketing et garantir leur résolution Systèmes • Installation  configuration et administration des environnements Windows (postes et serveurs – Active Directory) • Administration de base des environnements Linux et macOS • Gestion et maintenance du parc informatique Réseaux & sécurité • Configuration et administration de VLAN • Paramétrage et dépannage de switches (Aruba  Ubiquiti) • Administration de pare-feux (WatchGuard  Sophos) • Participation à la sécurisation des infrastructures Messagerie & cloud • Administration d'un tenant Microsoft 365 • Gestion des comptes  licences et droits • Migration de boîtes mail et support sur les outils collaboratifs Déplacements • Déplacements réguliers chez les clients • Rares nuitées à prévoir PROFIL RECHERCHÉ : Profil recherché • Expérience minimum de 3 ans sur un poste similaire • Formation Bac +2 minimum en informatique • Bonne maîtrise des environnements Windows Server et Active Directory • Connaissances réseaux : VLAN  DHCP  DNS  routage • Sensibilité aux enjeux de sécurité informatique • Permis B obligatoire • Anglais technique lu requis • Une expérience en ESN est un plus Qualités attendues • Autonomie et sens de l'organisation • Bon relationnel et sens du service • Capacité d'adaptation • Esprit d'équipe • Goût pour les environnements techniques variés Conditions proposées • Contrat : CDI • Temps de travail : 38.50h (RTT) • Horaires : du lundi au vendredi • Rémunération : 30 000 € à 35 000 € brut annuel  selon profil et expérience • Localisation : Saint-Parres-aux-Tertres • Démarrage : dès que possible,Junior (0-2 ans),"java,python, git",10 - Troyes,10,Grand Est
201GMJB,Technicien / Technicienne support informatique (H/F),technicien support informatique,3 ITECH,Annuel de 27000.00 Euros à 29000.00 Euros sur 12 mois,27000,29000,28000,Localisation : France - déplacements nationaux (rares nuitées) Expérience requise : 3 ans minimum - expérience en ESN privilégiée Niveau : Intermédiaire - confirmé Formation : Bac +2 minimum Langues : Français / Anglais lu Permis B obligatoire Salaire selon niveau et compétence : 27 000 à 29 000 € 1. Contexte du poste Au sein d'une ESN  le Technicien Support Informatique interviendra en support des utilisateurs et sur l'infrastructure IT interne ou client. Polyvalent et autonome  il assurera le maintien en conditions opérationnelles (MCO) du parc informatique et participera aux projets techniques de déploiement  migration et sécurisation. 2. Missions principales Support & Assistance utilisateurs - Diagnostiquer et résoudre les incidents matériels  logiciels et réseaux. - Assurer le support de niveau 1 et 2 (prise en main à distance ou sur site). - Suivre les tickets dans l'outil de gestion et garantir leur résolution dans les délais. Gestion du parc informatique - Installation  configuration et maintenance des PC  postes mobiles et périphériques. - Paramétrage et optimisation des environnements Windows  Linux et macOS. - Gestion du cycle de vie du matériel : préparation  renouvellement  inventaire. Réseau & Infrastructure - Configuration et administration de VLAN. - Paramétrage  supervision et dépannage de switches Aruba et Ubiquiti. - Installation  configuration et maintenance de pare-feux WatchGuard et Sophos. Messagerie & Cloud - Administration et gestion de tenant Office 365 (création de comptes  droits  licences). - Migration de boîtes mail  configuration Outlook  gestion des sauvegardes cloud. Projets techniques - Participation aux déploiements de nouveaux sites ou infrastructures. - Contribution à la documentation technique et procédures internes. - Préparation et exécution de migrations (poste  réseau  messagerie.). Déplacements - Interventions ponctuelles partout en France. - Rares nuitées selon les projets. 3. Compétences techniques requises Systèmes & postes de travail - Windows 10/11  Windows Server.(active directory) - Linux (niveau administration de base). - macOS (installation  diagnostic  maintenance). Réseaux - VLAN  routage de base  DHCP  DNS. - Switches  routeurs. Sécurité - Pare-feux WatchGuard et Sophos (politiques  règles  VPN). Cloud & Collaboration - Gestion d'un tenant Office 365 (Exchange Online  Teams  SharePoint). - Migration de boîtes mail. Autres - Maitrise des outils de ticketing. - Capacité à rédiger de la documentation technique. - Bon niveau d'anglais écrit (anglais lu requis). - Certifications souhaitées (Microsoft  VMware.) 4. Qualités humaines recherchées - Sens du service et de la satisfaction utilisateur. - Rigueur  organisation  autonomie. - Bonne communication. - Capacité à gérer plusieurs tâches en parallèle. - Adaptabilité et goût pour la résolution de problèmes complexes. Disponibilité : Dès que possible.,Intermédiaire (2-5 ans),"linux, vmware, vpn",10 - ST PARRES AUX TERTRES,10,Grand Est
6524073,Tech Lead C# DEVOPS (H/F),devops,Link Consulting,Annuel de 45000.0 Euros à 55000.0 Euros sur 12.0 mois,45000,55000,50000,Entreprise Link Consulting est un partenaire fiable pour nos nombreux clients PME  ETI  Grands Comptes au niveau national. Avec nous  offrez à votre carrière de nouvelles perspectives : évolution  challenge  épanouissement professionnel. Grâce à sa structure dynamique et innovante  Link Consulting favorise l'initiative et la liberté d'entreprendre. Avançons ensemble vers l'aventure qui vous anime. Poste Rejoignez la Squad Signature Électronique en tant que Tech Lead C#/ DevOps et participez à un projet stratégique qui transforme la façon dont notre client gère les signatures digitales. Vous interviendrez sur toutes les étapes : développement  intégration  tests  documentation et accompagnement des utilisateurs. Vos missions : * Développer  optimiser et maintenir la plateforme de signature électronique (C#). * Intégrer des modules internes et partenaires via API. * Participer aux tests  validation et documentation des livrables. * Former et accompagner les équipes juniors et les utilisateurs pour une adoption optimale. * Proposer et mettre en œuvre des améliorations sur le SI et les infrastructures. Profil Votre profil : * Formation Bac+2 à Bac+5 en informatique ou expérience équivalente. * Expertise confirmée en C# * Connaissance des API  Web services et architectures logicielles. * Pratique des méthodologies Agile et culture DevOps. * Leadership technique  pédagogie et esprit d’analyse. Pourquoi rejoindre ce projet ? * Rémunération : 45-55K€ brut annuel selon profil. * Télétravail 2 à 3 jours / semaine. * Processus d’intégration structuré et accompagnement à la mobilité géographique. * Formations et perspectives d’évolution interne. * Environnement agile  humain et dynamique. * Participation et intéressement. Ce poste est fait pour vous si : Vous aimez relever des défis techniques  accompagner et inspirer vos collègues  et contribuer à un projet stratégique de bout en bout dans un environnement structuré et bienveillant. Rejoignez-nous et faites la différence sur ce projet innovant ! Le processus de recrutement chez Link Consulting : Nous appliquons un processus structuré  rapide et transparent : 1. Un premier échange (téléphonique ou par mail) pour comprendre vos attentes et valider les éléments clés du poste (mobilité  TJM/salaire  disponibilité  etc.). 2. Un entretien (physique ou visio) pour approfondir les aspects techniques  logistiques ou contextuels liés à la mission. 3. L’envoi de votre dossier complet au client. 4. Un entretien avec le client final  si votre profil est retenu. Chez Link Consulting  nous nous efforçons de faire en sorte que nos clients vous rencontrent rapidement  pour garantir un processus efficace et réactif. Le processus peut être adapté en fonction des spécificités de la mission ou des exigences du client. Nous sommes ravis d'accueillir des collaborateurs avec un savoir-être et une certaine humilité. Vos valeurs et votre motivation sont des éléments déterminants. Link Consulting c'est la liberté et le choix.,Intermédiaire (2-5 ans),"java,python, git",12 - Rodez,12,Occitanie
5989037,Administrateur / Administratrice réseau informatique (H/F),administrateur reseau,,Annuel de 30000.0 Euros,30000,30000,30000,Description du poste : Vous devrez : - Être garant de la gestion et du bon fonctionnement des réseaux  des logiciels métiers et du matériel (outils réseaux  bases de données  messagerie  lien avec les prestataires métiers...). - Assurer la cohérence  l'accessibilité et la sécurité des informations. - Assister et former les collaborateurs aux nouvelles technologies - Assurer la mise en place et le suivi de projets (Outils de dématérialisation  GED  facturation électronique...) Description du profil : Diplômé d'une formation en informatique  vous justifiez d'une première expérience en gestion d'infrastructure  systèmes et réseaux de 3 ans qui vous a permis de parfaitement maîtriser les technologies actuelles. Doté d'excellentes qualités relationnelles et d'écoute  vous être reconnu pour votre capacité d'analyse  de synthèse et d'adaptation. Vous souhaitez rejoindre un groupe solide  travailler en équipe et apporter votre expertise au sein d'une société dynamique où il fait bon vivre. N'hésitez pas à postuler !,Junior (0-2 ans),"java,python, git",12 - Rodez,12,Occitanie
4155770,Administrateur Réseaux – Datacenters & Sécurité H/F,administrateur reseau,Externatic,Annuel de 35000.0 Euros à 42000.0 Euros,35000,42000,38500,L'entreprise accompagnée et les missions: Rejoignez une entreprise française à taille humaine  experte dans l’hébergement d’infrastructures et la gestion de datacenters de nouvelle génération. Exploitant ses propres sites d’hébergement hautement sécurisés  cette société s’impose comme un acteur clé de la fiabilité  de la sécurité et de la performance des infrastructures IT. Au cœur de sa stratégie : une approche souveraine et durable du cloud  associée à une forte culture d’innovation et à des projets R&D concrets autour du réseau  de la virtualisation et de l’automatisation. Dans le cadre de son développement  cette entreprise est accompagnée par Externatic  cabinet de recrutement spécialisé dans les métiers de l’IT  pour le recrutement en CDI d’un(e) Administrateur Réseaux confirmé(e). Rattaché(e) au Directeur technique  vous assurez la maintenance  l’exploitation et l’évolution des infrastructures réseaux des deux datacenters  dans une logique de performance  de sécurité et de disponibilité maximale. Vos responsabilités s’articulent autour de plusieurs axes : Supervision et MCO du réseau : garantir la stabilité  la disponibilité et la performance des interconnexions entre datacenters   gestion proactive des incidents  correctifs  mises à jour et changements de topologie. Administration et sécurisation des équipements réseau : configuration  optimisation et maintenance des solutions LAN / WAN / VLAN  routage (OSPF  BGP)  et dispositifs de sécurité. Sécurité réseau & pare-feu : gestion des équipements Stormshield  des règles de filtrage  VPN  NAT et politiques de segmentation   participation aux audits et à la gestion des alertes avec les équipes sécurité / SOC. Gestion des infrastructures LAN / SAN / interconnexions : surveillance du trafic  optimisation des performances réseau pour les flux critiques (backups  réplication  stockage). Administration des passerelles PFSense : conception et gestion d’architectures redondées et sécurisées  load-balancing et haute disponibilité. R&D et veille technologique : exploration de nouveaux protocoles  tests d’architectures innovantes  contribution aux projets d’évolution réseau. Documentation & reporting : rédaction de procédures techniques  participation aux audits et suivi régulier auprès du management. Profil: Diplômé(e) d’une formation Bac +3 à Bac +5 en réseaux  télécommunications ou systèmes informatiques  vous justifiez d’une expérience significative (3 à 5 ans minimum) en administration réseau  idéalement dans un contexte datacenter ou environnement à haute disponibilité. Vos compétences techniques : Très bonne maîtrise des équipements Stormshield (ou équivalents : Fortinet  Palo Alto  Cisco ASA…). Solide expérience des architectures LAN / WAN / VLAN  routage dynamique (OSPF  BGP) et protocoles réseau (TCP/IP  MPLS  VPN  NAT). Compétences sur les infrastructures SAN / stockage / réplication. Connaissance ou expérience pratique sur PFSense (ou solutions similaires). Bonne maîtrise des outils de supervision  d’alerting et d’analyse de performance. Esprit d’automatisation (scripts  API  Infrastructure as Code) apprécié. Anglais technique suffisant pour la documentation et la veille technologique. Vos qualités humaines : Rigueur  curiosité  autonomie et sens du service sont vos atouts. Vous aimez résoudre des problématiques complexes  collaborer au sein d’une équipe technique exigeante et contribuer à l’amélioration continue des infrastructures. Avantages: Rémunération entre 35 et 42 K€ brut annuel  selon profil et expérience. Télétravail partiel possible et flexibilité sur l’organisation. - Possibilité d’astreintes ou interventions en dehors des heures normales Mutuelle  tickets restaurant  avantages CSE  et formation continue . Locaux situés à Rodez ou Figeac  accessibles  dans un environnement de travail collaboratif et innovant. Participation à des projets R&D concrets et valorisants. 🔎 Processus de recrutement1️⃣ Un premier entretien avec Raphael d'externatic pour faire le point sur votre parcours et vos attentes. 2️⃣ Un process de recrutement avec l’équipe technique et la direction de l’entreprise accompagnée. Externatic s’engage à vous garantir transparence  réactivité et accompagnement personnalisé tout au long du processus.,Junior (0-2 ans),"cisco, fortinet, r, vpn",12 - Rodez,12,Occitanie
4155769,Administrateur Linux – Datacenter & Cloud H/F,administrateur reseau,Externatic,Annuel de 35000.0 Euros à 42000.0 Euros,35000,42000,38500,L'entreprise accompagnée et les missions: Rejoignez une société en pleine croissance  spécialiste de l’hébergement d’infrastructures et de solutions cloud souveraines  exploitant ses propres datacenters en France. Cette entreprise met la performance  la sécurité et la fiabilité au cœur de sa stratégie technique  tout en intégrant une forte culture d’innovation. Ses équipes conçoivent  exploitent et optimisent des plateformes à haute disponibilité  tout en menant des projets R&D autour du cloud hybride  de l’automatisation et de l’optimisation énergétique. Dans le cadre de son développement  elle s’associe à Externatic  cabinet de recrutement spécialisé dans les métiers IT  pour recruter en CDI un(e) Administrateur Linux passionné(e) par les environnements systèmes et les architectures datacenter. Rattaché(e) au Directeur technique et intégré(e) à une équipe d’experts  vous contribuez à la stabilité  la sécurité et l’évolution des infrastructures de production. Vos principales missions incluront : Administration et MCO des environnements Linux (principalement Ubuntu Server) : supervision  mise à jour  correctifs de sécurité  montée de version et patchs kernel. Gestion de la continuité de service : sauvegardes  restaurations  PRA/PCA et documentation associée. Exploitation de clusters Kubernetes (K8S) sur les datacenters : déploiements  monitoring  optimisation des performances et contribution à la sécurité des containers. Automatisation et orchestration via Ansible / AWX et intégration des pipelines CI/CD pour fiabiliser et industrialiser les déploiements. Support de niveau 2/3  analyse de logs et tuning des configurations pour garantir la performance et la stabilité des systèmes. Participation active à la veille technologique et aux projets R&D autour du cloud  de l’IaC (Infrastructure as Code) et de l’observabilité. Profil: De formation supérieure en informatique (Bac+3 à Bac+5)  vous disposez d’une expérience confirmée en administration Linux dans un contexte de production. Vous maîtrisez plusieurs des environnements et outils suivants : Systèmes & virtualisation : Linux (Ubuntu Server  Debian…)  shell scripting  gestion de kernel. Conteneurisation & orchestration : Kubernetes  Docker. Automatisation & CI/CD : Ansible  AWX  GitLab CI  pipelines de déploiement. Supervision & sécurité : outils de monitoring  gestion des sauvegardes  PRA/PCA. Au-delà des compétences techniques  vous êtes reconnu(e) pour votre rigueur  votre curiosité technologique et votre esprit d’équipe. La connaissance d’outils ou technologies équivalentes sera également appréciée. Avantages: CDI au sein d’un acteur reconnu dans les infrastructures cloud souveraines. Rémunération entre 35 et 42 K€ brut annuel  selon profil et expérience. Poste basé à Rodez ou Figeac  dans un environnement de travail moderne  à taille humaine et facilement accessible. Télétravail partiel possible pour plus de flexibilité. - Possibilité d’astreintes ou interventions en dehors des heures normales Mutuelle  avantages CSE  et opportunités de formation continue sur les technologies émergentes. Culture technique forte  projets innovants et montée en compétences garantie ! 🔎 Processus de recrutementExternatic est un cabinet de recrutement spécialisé dans les métiers de l’IT et du digital  exclusivement au service des entreprises finales (hors ESN). Présent dans plusieurs villes françaises  Externatic accompagne les candidats dans leur recherche de CDI correspondant à leurs ambitions techniques et humaines. Le processus de recrutement pour ce poste : 1️⃣ Un premier entretien avec Raphael d'externatic pour faire le point sur votre parcours et vos attentes. 2️⃣ Un process de recrutement avec l’équipe technique et la direction de l’entreprise accompagnée. Externatic s’engage à vous garantir transparence  réactivité et accompagnement personnalisé tout au long du processus.,Junior (0-2 ans),"ansible, debian, docker, gitlab, gitlab ci, k8s, kubernetes, linux, r, shell, ubuntu",12 - Rodez,12,Occitanie
201RRHZ,Assistant Support Informatique H/F (H/F),technicien support informatique,MUTUELLE VIASANTE,Annuel de 24000.0 Euros à 34000.0 Euros sur 12.0 mois,24000,34000,29000,En tant qu'Assistant Technique Support chez VIASANTE  vous avez pour rôle d'assurer les actions de support auprès des utilisateurs de VIASANTE via le traitement des sollicitations présentes dans l'outil de Ticketing  mais également via des sollicitations directes de la part des collaborateurs présents sur le site. Vous interviendrez tant sur la résolution d'incidents pour nos collaborateurs que sur le traitement de demandes allant de la remise d'équipements informatiques (réception  préparation  paramétrage  remise) à l'analyse de situation pour permettre aux utilisateurs de mieux utiliser leurs outils. Le périmètre d'intervention va également du Poste de travail (ordinateur  écrans  imprimantes  téléphone  connectiques annexes) à l'analyse de panne logicielle et la recherche de solutions alternatives pour les collaborateurs. Nous travaillons également sur des projets internes d'amélioration continue et d'optimisation de nos outils (veille technologique et veille sur la sécurité). Vous serez amené(e) à exprimer votre avis sur ces sujets mais également à contribuer à leur mise en place chez VIASANTE (test  recette  déploiement). Rattaché(e) au responsable du Pôle Support  vous travaillerez en étroite collaboration avec l'équipe Support présente sur les autres sites VIASANTE ainsi qu'avec les collaborateurs des différents services de la DSI. Vous serez également amené(e) à faire le lien avec les différents métiers de VIASANTE en tant qu'interlocuteur/trice privilégié(e) de la DSI pour les collaborateurs. Pour résumer  vos missions seront les suivantes: * Traitement des tickets de support de proximité en relation directe avec les utilisateurs ou via prise en main distante * Mise à jour de la documentation support * Intervention sur les postes de travail et équipements réseaux * Suivi du stock du périmètre dans l'outil de gestion de parc * Remise des équipements informatiques aux collaborateurs Avantages à travailler chez VIASANTE Mutuelle : * Contrat de 34h par semaine  congés payés + 26 RTT/an * Horaires flexibles * Mutuelle familiale prise en charge à 85% * Possibilité de télétravailler 1 jour par semaine Et des avantages tels que : PEE & PERCO avec abondement  intéressement  Titres restaurant. Vous êtes issu(e) d'un Bac+2 ou équivalent dans un domaine technique (informatique  réseaux  etc.). Compétences Requises : * Connaissance des processus applicables à la gestion des incidents de 1er niveau * Détection et diagnostic des défauts  pannes ou anomalies des systèmes  matériels ou applications informatiques pour apporter les corrections nécessaires dans son périmètre d'activité * Capacité à exprimer des termes techniques de façon claire et simple * Ecoute des utilisateurs * Capacité à se conformer à des processus et protocoles rigoureux Compétences appréciées : * Capacité à hiérarchiser les priorités d'intervention * Capacité à accompagner les utilisateurs dans leur apprentissage d'outils informatiques * Respect de la confidentialité des informations traitées,Junior (0-2 ans),"java,python, git",12 - Rodez,12,Occitanie
201BRXT,Ingénieur / Ingénieure DevOps (H/F),devops,CONSORT FRANCE,Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois,30000,35000,32500,En tant qu'Ingénieur DevOps  vous êtes responsable du BUILD et de l'intégration continu de notre écosystème : Côté build : Participer au BUILD de l'environnement TalosOS / Kubernetes Concevoir  déployer et maintenir des chart Helm Participer à la création et l'évolution des pipelines GitLab CI/CD Intégrer les applications dans un cluster Kubernetes self-managed Accompagner les équipes produits pour la bascule sur le nouveau socle Automatiser les tâches et configurations via Ansible Contribuer à la mise en place d'ArgoCD (si maîtrisé) Rédiger la documentation technique associée Apporter du support DevOps aux gammes de produits C'est votre parcours Vous avez au moins 5 ans d'expérience dans des environnements DevOps exigeants. Vous aimez automatiser  fiabiliser  optimiser sans jamais cesser d'innover. Vous cherchez un cadre où vos idées comptent et où la technique va de pair avec la collaboration. C'est votre expertise : (Environnement Linux  équipe Agile  DevOps  Cloud & Kubernetes) Kubernetes Helm CI/CD (GitLab CI) Ansible TalosOS (connaissance appréciée) ArgoCD (optionnel) Méthodologie Scrum,Intermédiaire (2-5 ans),"agile, ansible, gitlab, gitlab ci, kubernetes, linux, scrum",13 - Marseille 3e Arrondissement,13,Provence-Alpes-Côte d'Azur
