id,titre,metier,entreprise,salaire_proposer,salaire_min,salaire_max,salaire_avg,description,experience,competences,ville,departement,region
1761129028-12,conducteur vl cdd - permis eb - ludres ,Conducteur Vl Cdd - Permis Eb - Ludres,Kiloutou, 21 622 - 23 790  / an,21622,23790,,conducteur rice vl cdd 3 mois renouvelable permis eb obligatoire le conducteur rice vl chez kiloutou c est un métier où il faut garder la tête sur les épaules et les mains sur le volant quand notre clientèle l artisan pme pmi entreprise loue un engin spécifique c est là que vous entrez en scène vous chargez la machine dans votre utilitaire un 12 m3 dernier modèle et allez la livrer sur le chantier ainsi conduire un utilitaire c est comme jouer à tetris grandeur nature une fois sur place vous effectuez une démonstration et vous vous assurez que tout soit bien compris avant de repartir pour une nouvelle livraison enfin vous ne revenez qu à la fin du contrat pour récupérer l équipement et vérifier que tout se soit déroulé comme prévu et chez kiloutou on vous accompagne dès votre arrivée grâce à notre parcours d intégration qui vous donnera les outils pour exercer votre métier sereinement plan d intégration plateforme de onboarding modules e learning école de formation interne etc vous allez vite découvrir qu ici esprit d équipe est bien plus qu un mot,Non spécifié,"java,python, git",Ludres - 54,54,Grand est
1761129058-25,business analyst - ia ,Intelligence Artificielle,EURO INFORMATION,38 000 - 48 000  / an,38000,48000,,vos missions depuis 2016 la cognitive factory fournit aux collaborateurs de crédit mutuel alliance fédérale et à ses clients des solutions d intelligence artificielle utilisant des techniques de machine learning et deep learning assistant virtuel serveur vocal interactif en langage naturel analyseur d e mails l ia générative nous ouvre les portes d une nouvelle ère d innovation en intégrant le potentiel de cette technologie nous pouvons simplifier encore davantage le quotidien des conseillers et augmenter l autonomie des collaborateurs dans leurs activités quotidiennes au sein de la cognitive factory dans un environnement international et de haut niveau technique intégrez une équipe dynamique et innovante assistant collaborateur parcours de recherche cette équipe est en charge de la maintenance et du développement des assistants virtuels à destination de l ensemble des collaborateurs du groupe réseau siège support rh filiales ainsi que du parcours de recherche et d assistance de ces utilisateurs en tant qu analyste métier au sein cette équipe vos principales missions seront de analyser les données pour identifier des axes d amélioration des solutions cognitives ou de développement de nouvelles fonctionnalités afin d aider à atteindre les ambitions du plan stratégique mettre en oeuvre des indicateurs et des rapports permettant de mesurer l impact et la performance des solutions d ia et ia générative sur les parcours conseillers recueillir analyser et formaliser les besoins des différents métiers banque assurance ressources humaines pour l amélioration les parcours de l ensemble des collaborateurs du groupe collaborer avec les équipes techniques pour définir les spécifications fonctionnelles et préparer la qualification participer à la conception et à la validation de prototypes ce que vous allez vivre chez nous concrètement nos collaborateurs et nos collaboratrices bénéficient d une rémunération fixe versée sur 13 mois de 29 jours de congés payés et jusqu à 23 jours de rtt par an d une prime de participation et d intéressement pouvant atteindre jusqu à 2 mois de salaire en fonction des résultats du groupe d un accord permettant jusqu à 2 jours de télétravail semaine d un plan épargne entreprise pee d un plan épargne retraite collectif perecol et d un compte épargne temps cet d une participation aux frais de transports en commun jusqu à 75 ou d une prime mobilité douce cyclistes covoiturage d un régime de retraite supplémentaire pero prise en charge à 100 par l employeur après 12 mois d ancienneté d un plan de formation ambitieux et d un accompagnement tout au long de la carrière d une convention collective avantageuse et d un ensemble de mesures complémentaires parentalité handicap et proches aidants égalité professionnelle ce que nous allons aimer chez vous vous êtes autonome et organisé e vous faites preuve d initiatives et d esprit de synthèse vous êtes doté e d une bonne communication et de qualités relationnelles vous avez une culture générale des concepts clé de l apprentissage automatique récolte de données entraînement tests vous avez le souci du respect des normes et standards qualité seront appréciés pour le poste une expérience professionnelle sur ce type de poste la maîtrise de l anglais écrit et parlé la connaissance du groupe crédit mutuel alliance fédérale,Non spécifié,"python, tensorflow, pytorch, deep learning, nlp, computer vision",Strasbourg - 67,67,Grand est
1761129060-26,business analyst - solutions ia ,Intelligence Artificielle,EURO INFORMATION,38 000 - 50 000  / an,38000,50000,,vos missions depuis 2016 la cognitive factory fournit aux collaborateurs de crédit mutuel alliance fédérale et à ses clients des solutions d intelligence artificielle utilisant des techniques de machine learning et deep learning assistant virtuel serveur vocal interactif en langage naturel analyseur d e mails l ia générative nous ouvre les portes d une nouvelle ère d innovation en intégrant le potentiel de cette technologie nous pouvons simplifier encore davantage le quotidien des conseillers et augmenter l autonomie des clients qui le souhaitent en tant que chef de projet business analyst au sein du domaine solutions d ia pour la relation client de la cognitive factory innovant et de haut niveau technique vos principales missions seront de analyser les données pour identifier des axes d amélioration des solutions cognitives ou de développement de nouvelles fonctionnalités afin d aider à atteindre les ambitions du plan stratégique mettre en oeuvre des indicateurs et des rapports permettant de mesurer l impact et la performance des solutions d ia et ia générative sur les parcours clients et conseillers recueillir analyser et formaliser les besoins des différents métiers banque assurance monétique pour l amélioration des parcours clients et conseillers collaborer avec les équipes techniques pour définir les spécifications fonctionnelles et préparer la qualification participer à la conception et à la validation de prototypes ce que vous allez vivre chez nous concrètement nos collaborateurs et nos collaboratrices bénéficient d une rémunération fixe versée sur 13 mois de 29 jours de congés payés et jusqu à 23 jours de rtt par an d une prime de participation et d intéressement pouvant atteindre jusqu à 2 mois de salaire en fonction des résultats du groupe d un accord permettant jusqu à 2 jours de télétravail semaine d un plan épargne entreprise pee d un plan épargne retraite collectif perecol et d un compte épargne temps cet d une participation aux frais de transports en commun jusqu à 75 ou d une prime mobilité douce cyclistes covoiturage d un régime de retraite supplémentaire pero prise en charge à 100 par l employeur après 12 mois d ancienneté d un plan de formation ambitieux et d un accompagnement tout au long de la carrière d une convention collective avantageuse et d un ensemble de mesures complémentaires parentalité handicap et proches aidants égalité professionnelle ce que nous allons aimer chez vous issu e d une formation supérieure scientifique bac 4 5 une première expérience minimum de 2 ans est requise vous disposez d un esprit analytique et structuré avec une forte orientation résultats vous êtes d un naturel curieux et avez déjà des connaissances en intelligence artificielle vous êtes autonome proactif et en capacité à travailler dans un environnement dynamique et dans ce contexte vous aimez faire de la veille technologique et êtes au fait des dernières innovations vous êtes convaincu e par l agilité et avez à coeur d avancer rapidement par itérations successives vous êtes reconnu e pour vos qualités de collaboration et communication écrite et orale la pratique de python pour l exploration des données est un pré requis autres informations le poste est à pourvoir dès que possible sur le site de strasbourg,Non spécifié,"python, tensorflow, pytorch, deep learning, nlp, computer vision",Strasbourg - 67,67,Grand est
1761129063-27,technicien de maintenance itinérant ,Technicien De Maintenance Itinérant,Mercato de l'emploi,35 000 - 45 000  / an,35000,45000,,votre mission se déroulera en binôme pendant toute la durée de votre formation installer les équipements o découpes laser 2d o panneauteuses o combinés poinçonneuse cisaille o lignes fms o robots de pliage effectuer des révisions et upgrade assurer des contrats de maintenance etablir des comptes rendus pour le client et le back office diagnostiquer une panne et la résoudre multi compétences électriques informatiques pneumatiques mécaniques hydrauliques votre mission consistera également à participer à la mise en service et assurer la mise au point de ces équipements participer à la formation des opérateurs clients participer à la formation des techniciens de maintenance clients niveau 1 2 réaliser des expertises machine afin de réaliser des révisions ou des mises à niveaux cette mission nécessite des déplacements dans la région nord est et Île-de-France ou sur la france entière en cas de besoin à la semaine du lundi au vendredi,Non spécifié,"java,python, git",Marne - 51,51,Grand est
1761128536-3,phd studentship - performance optimization of thermofluidic components through low-cost and low-tech intensification strategies on temporary contract at imt nord europe ,Phd Studentship - Performance Optimization Of Thermofluidic Components Through Low-Cost And Low-Tech Intensification Strategies On Temporary Contract At Imt Nord Europe,Direction générale de l'Institut Mines-Télécom, 3 400 - 4 683  / mois,40800,56196,,workplace douai france type of contract and duration doctoral fellowship 3 years the partners imt nord europe center for energy and environnent public establishment belonging to imt institut mines télécom placed under the supervision of the ministry of economy finance and industrial and digital sovereignty imt nord europe has three main objectives providing our students with ethically responsible engineering practice enabling them to solve 21st century issues carrying out our r d activities leading to outstanding innovations and supporting territorial development through innovation and entrepreneurship ideally positioned at the heart of europe 1 hour away from paris 30 min from brussels and 1h30 from london imt nord europe has strong ambitions to become a main actor of the current industrial transitions digital and environmental by combining education and research on engineering and digital technologies located on two main campuses dedicated to research and education in douai and lille imt nord europe offers research facilities of almost 20 000m in the following areas digital science processes for industry and services energy and environment materials and processes for more details visit the school s website and the lab website www imt nord europe fr https research imt nord europe fr energy and environment ucla structures computer interaction laboratory ucla samueli school of engineering is a public engineering institution that is part of the university of california los angeles ucla located in los angeles california it pioneers the frontiers of knowledge and innovation through transformative and inclusive research and education addressing the world s grand challenges its mission is to educate the next generation of leaders and innovators who will engineer positive change to improve humanity globally by developing scalable and accessible solutions with real societal impact the structures computer interaction lab works at the intersection of mechanics robotics machine learning and computer graphics the lab uses mechanics to create robots and smart structures with unprecedented capabilities in parallel it employs robotics to uncover the fascinating mechanics behind advanced materials and biological locomotion machine learning assisted physics based modeling of flexible structures and robots is a core theme of the group s research applied research projects include robotics and automation for precision agriculture for more details visit the school s and the lab website https samueli ucla edu https structures computer the position is offered within the center for energy and environment ceri ee this teaching research and innovation center hosts around fifty doctoral and postdoctoral researchers and includes 30 faculty members 12 engineers and technicians as well as 2 administrative assistants its research activities are organized around three thematic axes energy fluids and transfers indoor environmental quality observations sources and physico chemical atmospheric processes and two technical and expertise poles the successful candidate will be affiliated with the team energy fluids and transfers brief this project is part of the anr 1 réclassif initiative which brings together a network of campuses under the national solutions for the industry of the future label its objective is to accelerate innovation and promote the development of industry 4 0 solutions in the global context of the energy transition and the growing industrial demand for efficient thermal management this phd project focuses on developing low cost low tech self adaptive vortex generators as passive flow control devices for various energy systems although several studies have implemented vortex generators to enhance convective heat transfer through improved mixing this strategy frequently results in increased pressure drop and additional mechanical losses unlike conventional static devices the vortex generators studied here adapt their shape and or position naturally in response to flow conditions this self adaptative behavior enhances heat transfer without significantly increasing pressure losses thereby improving the overall energy efficiency of the system the project aims to deepen the understanding of the underlying fluid structure interactions using a combination of high resolution numerical simulations cfd and advanced experimental measurements stereoscopic piv a dedicated test bench will enable full scale global performance characterization under variable flow conditions ultimately the potential of this self adaptive concept will be assessed with a view to its possible integration into real world energy systems phd objectives building on the strong research expertise of both partners imt nord europe and ucla the phd candidate will carry out both experimental and numerical investigations to develop an innovative tool for design optimization leading to cost effective and advanced vortex generators concepts the research plan includes development and implementation of a computational methodology integrating fluid structure coupling in 2d and 3d unsteady flow regimes cutting edge experimental investigations stereo piv 3d lda to identify the dominant flow mechanisms involved in vorticity generation flow separation vortex formation flow reattachment vortex breakdown and vortex instabilities in unsteady operating conditions parametric shape optimization using cfd combined with experimental validation resulting in smart generators for flow control and heat mass transfer intensification dissemination of results through scientific publications and participation in international conferences educational mission teaching practical works and supervising student research projects international mobility research stay at the university of california structures computer interaction laboratory los angeles agence nationale de la recherche french national research agency the réclassif project,Non spécifié,"java,python, git",Douai - 59,59,Hauts-de-France
1761128135-2,applied ai forward deployed machine learning engineer - emea ,Intelligence Artificielle,Mistral AI, 43 800 - 65 000  / an,43800,65000,,about the job mistral ai is seeking a applied ai engineer to facilitate the adoption of its products among customers and collaborate with them to address complex technical challenges the applied ai forward deployed machine learning engineer will be an integral part of our applied ai team which is dedicated to driving the successful deployment of mistral ai products and building complex enterprises use cases they will work hand in hand with customers from the pre sale stage to post implementation ensuring our solutions meet and exceed client expectations in this role you ll manage customer relations involving multiple stakeholders ceo cto data scientists and software engineers and function as a key resource in externalizing our research in production settings what you will do you ll individually help deploy into production use cases with a considerable business impact across various industries you ll work on state of the art genai applications from consumer products to industrial use cases driving with our customers a crucial technological transformation you ll work in collaboration with our researchers other ai engineers product engineers on our most complex customer projects involving complex fine tuning state of the art llm applications and contributing to our open source codebases our open source codebases for tasks such as inference and fine tuning you ll be involved in pre sales calls to understand potential clients needs challenges and aspirations you will provide technical guidance on our products and explain mistral technologies to various stakeholders your collaboration with our product and science team to improve continuously our product and model capabilities based on customers feedback about you you are fluent in english you have 2 years as a technical individual contributor data scientist or software engineer on ai based products you have proven experience in ai or machine learning product implementation with apis back end and front end interfaces you have experience in fine tuning llms tackling advanced rag or agentic use cases you have deep understanding of concepts and algorithms underlying machine learning and llms you have strong technical coding skills in python you hold strong communication skills with an ability to explain complex technical concepts in simple terms with technical and non technical audiences ideally you have contributed to open source projects in particular in the space of llms experience as a customer engineer forward deployed engineer sales engineer solutions architect or technical product manager you have experience with deep learning with pytorchwhy join us you ll have the opportunity to shape the future of ai adoption in enterprises work with a world class team and contribute to open source projects that impact millions if you re excited about leading technical innovation and solving real world challenges with ai we d love to hear from you we may use artificial intelligence ai tools to support parts of the hiring process such as reviewing applications analyzing resumes or assessing responses these tools assist our recruitment team but do not replace human judgment final hiring decisions are ultimately made by humans if you would like more information about how your data is processed please contact us,Non spécifié,"python, tensorflow, pytorch, deep learning, nlp, computer vision",Paris - 75,75,Île-de-France
1761128137-3,senior machine learning engineer ,Intelligence Artificielle,Gorgias, 43 800 - 65 000  / an,43800,65000,,gorgias is the conversational ai platform for ecommerce that drives sales and resolves support inquiries trusted by over 15 000 ecommerce brands gorgias supports growing independent shops to globally recognizable brands built for shopify and powered by advanced ecommerce integrations gorgias s conversational ai understands your brand tools policies and customers to drive personalized 1 to 1 conversations from editing orders and initiating returns to making product recommendations gorgias where every customer interaction feels personal support becomes sales and conversations shape success about the machine learning team join our machine learning team where we re transforming the ecommerce landscape by automating interactions between merchants and shoppers our mission is to make these experiences effortless for everyone involved our team includes software engineers machine learning engineers product managers and designers who work together to advance ai driven customer support our main focus is building an ai agent that can accurately and efficiently respond to customer inquiries and drive sales as a company we serve 15k e commerces we handle 1m merchant shopper interactions per day we recently raised 30 million series c the machine learning solutions we built are already embedded in the product a state of the art agentic llm pipeline that crafts answers and execute e commerce actions bringing value to both gorgias and our customers at scale rely on multiple providers including in house fine tuned models implement ab testing to validate prompt engineering built a knowledge retrieval system to contextualize customer requests ann rerankers feedbackloops knowledge graphs classification algorithms based on classical nlp to identify non support related emails detect intent and infer customer sentiments clustering based on minimum cost flow problems to discover new knowledge resources from non automated interactions product recommendation system to drive sales and conversions on merchant websites what you ll do as part of the machine learning team you will play a crucial role in developing refining and enabling our ai agent designed to automatically address and resolve shopper requests for our merchant clients you will optimize and implement solutions that enhance the efficiency accuracy and functionality of our ai driven customer support marketing and phone solutions machine learning own the feedback observability and continuous training of the deployed solutions models we use huggingface vertex comet ml multiple llm providers and promptlayer work on generative agents recommender systems and knowledge graphs solve product facing problems with classical nlp and or with llms keep up with the relevant math and computer science state of the art engineering build clear tech specs and implement solutions with domain driven design that can scale and allow for fast reliable and trusted iterations maintain our services we use fastapi and cron jobs we use kubeflow own the development life cycle terraform permissions test coverage of 80 ci cd k8s datadog pagerduty collaborate in a cross functional team we are providing machine learning as a service within gorgias maintain the ml team data pipeline we use bigquery and dbt collaborate with data engineers software engineers and product managers to understand requirements and incorporate feedback analyze the performances post release and help identify a path toward improvements in the next iteration who you are experience 5 years of proven track record in machine learning nlp huggingface math software design ddd and developing maintaining apis and batch jobs fastapi kubeflow dbt familiarity with llm life cycle text to speech speech to text reinforcement learning and vision is a plus technical skills proficiency in python our engineering tools and frameworks familiarity with gcp is a plus communication excellent written and verbal communication skills in english with the ability to articulate complex concepts to both technical and non technical stakeholders education masters degree in stem science technology engineering and mathematics or a related field company benefits and perks competitive salary equity 90th percentile worldwide go check our public 5 week vacation plus 2 weeks rtt we follow each country s appropriate pto laws paid sick leave paid parental leave 16 weeks macbook pro personal credit card to buy lunches we use we provide private health insurance we use get up to 700 to set up your workstation at home working from home should feel breezy get up to 2000 of learning material and wellness support per year this includes 1500 for learning material such as books courses and individual coaching sessions directly linked to your job scope as well as a 500 wellness budget take advantage of these resources to grow in your role and prioritize your personal development and wellness every quarter we organize an online company wide summit to discuss where we re going and strengthen social bonds once per year we organize offsite team retreats and company retreats diversity inclusion at gorgiaswe celebrate diversity and are committed to creating an inclusive environment for all employees we welcome applicants of all backgrounds experiences and perspectives at gorgias we believe that diverse teams drive innovation and better decision making we do not discriminate based on race color religion gender identity sexual orientation disability age or any other protected status if you need accommodations to participate in the application or interview process perform essential job functions or access other employment benefits please contact us at let s grow together,Non spécifié,"dbt, fastapi, gcp, go, k8s, llm, nlp, python, shopify, terraform",Paris 2e - 75,75,Île-de-France
1761128139-4,experienced machine learning engineer - germany german speaking ,Intelligence Artificielle,Doctrine, 43 800 - 65 000  / an,43800,65000,,our mission since 2016 doctrine has been committed to a major democratic challenge making the law more accessible we are the first ai powered legal platform that helps lawyers and legal professionals free themselves from repetitive time consuming tasks so they can focus on what truly matters at every stage of their work whether it s understanding a case conducting legal research or drafting documents today doctrine welcomes over 1 million visits every month with dozens of new legal professionals joining us every single day our ambition goes beyond borders we aim to become the european leader in legal ai after france we have already launched doctrine in italy and we are currently expanding into germany with a strong conviction you must think globally while executing locally that s why we work closely with our clients striving to understand the unique subtleties of each legal system and this is just the beginning our values challenge the status quo we embrace bold ideas and smart risk taking liberty and responsibility we promote autonomy individual impact and ownership knowledge is power information lies at the heart of doctrine s mission and we always want to learn more release early release often and listen to your customers we believe in the power of iteration and in constantly listening to our market our clients and their challenges le contexte following rapid and profitable growth in france doctrine is laying the first foundations of its international expansion in germany we are looking for our first machine learning engineer to help us launch the very first legal intelligence platform on the german market this is a strategic role that will directly impact the product roadmap and doctrine s future success in germany please note the position is based in paris in our offices in the 8th arrondissement you can find details about our full stack good to know prior professional experience in the legal field is not required however being eager to commit and build expertise in understanding legal documents is essential missions develop nlp models machine learning based or otherwise to support information search and recommendation within legal documents with a particular focus on the german language maintain and monitor these models in production design conversational agents to help lawyers across different legal domains by ensuring accurate answers and streamlining drafting tasks collaborate with various profiles including engineers product managers and product designers to identify new opportunities for product development contribute to spreading and consolidating best practices internally and take part in shaping our engineering strategy ideal profil strong knowledge of machine learning both classical and deep learning for data extraction and recommendation ideally with initial experience working with llms experience with natural language search engines and inverted indexes such as elasticsearch a strong interest in artificial intelligence topics motivation to identify analyze and bring the latest scientific advancements in the field into production solid python development skills with a focus on algorithm design proficiency in both english and german as you will be working with legal documents in german extras of the role like all engineers at doctrine you will join one of our cross functional chapters in this case the data science chapter within this chapter you will contribute to internal projects aimed at improving our processes and shaping our long term vision the chapter meets every week to share knowledge keep track of the state of the art review scientific papers continuous improvement best practices etc propose improvements experiment with new tools suggest new processes to implement you will also take part in recruitment all individual contributors meet candidates through technical assessments or interviews what awaits you if you join doctrine contribute to an ambitious project with a real positive impact on society making the law more accessible and open benefit from tailored onboarding in the legal ecosystem to help you quickly navigate this stimulating environment join an adventure where you ll constantly learn and share your knowledge with colleagues internal external talks meetups tech sales monthly medium blog etc work in a dynamic ever evolving team plenty of room to innovate lead projects independently or collaborate in teams our perks to make a difference flexible remote work policy 2 days per week at the office tuesdays and thursdays many career opportunities with open internal mobility across doctrine flexible and unlimited vacation policy a strong focus on training 750 yearly budget for self directed learning plus regular team and company wide training regular team events great health insurance with alan sustainable mobility package of 66 month gymlib subscription for sports and wellness activities swile meal card free access to for mental health support hundreds of discounts and perks through our cse brand new apple equipment our recruitment process a 30 minute first call with one of our talent acquisition managers to understand your career goals and introduce doctrine s mission a 1 hour meeting with your future manager to dive into the role team scope and answer your questions one or two technical assessments to evaluate your skills in practice an onsite visit to our offices including lunch with 3 team members from different departments to give you a glimpse of your future colleagues a discussion on our company values to share our vision and a meeting with our ceo guillaume if necessary the process can be adapted to meet your personal or professional needs ladies allow yourself to apply some studies show that women in particular are less likely to apply for a job if they don t meet 100 of the listed requirements to reassure you this job description is indicative it s a guide nothing more if doctrine interests you we d be delighted to receive your application diversity inclusionall our positions are open to people with disabilities please feel free to share any needs during the recruitment process we are committed to implementing all necessary accommodations to ensure a work environment that is adapted to everyone we may use artificial intelligence ai tools to support parts of the hiring process such as reviewing applications analyzing resumes or assessing responses these tools assist our recruitment team but do not replace human judgment final hiring decisions are ultimately made by humans if you would like more information about how your data is processed please contact us,Non spécifié,"elasticsearch, less, nlp, python",Paris - 75,75,Île-de-France
1761128141-5,machine learning engineer open-source software - paris - london ,Intelligence Artificielle,Mistral AI, 43 800 - 65 000  / an,43800,65000,,about mistral at mistral ai we believe in the power of ai to simplify tasks save time and enhance learning and creativity our technology is designed to integrate seamlessly into daily working life we democratize ai through high performance optimized open source and cutting edge models products and solutions our comprehensive ai platform is designed to meet enterprise needs whether on premises or in cloud environments our offerings include le chat the ai assistant for life and work we are a dynamic collaborative team passionate about ai and its potential to transform society our diverse workforce thrives in competitive environments and is committed to driving innovation our teams are distributed between france usa uk germany and singapore we are creative low ego and team spirited join us to be part of a pioneering company shaping the future of ai together we can make a meaningful impact see more about our culture on role summary you will be in charge of open sourcing state of the art models whilst maintaining and improving mistral s publicly available libraries your work is critical in helping turn research breakthroughs into tangible solutions and improve mistral s open source ecosystem about the open source software team our oss team is embedded in our science team and works very closely with various engineering and marketing teams all oss team members can fluidly move on the production research spectrum depending on where the needs are or where their interests lie what you will do releasing our models to open source platforms and libraries e g vllm github hugging face maintaining mistral s open source libraries mistral common mistral finetune mistral inference create and maintain tooling and services both internal facing internal research and external facing open source libraries implement and optimize open source and internal libraries for performance and accuracy ensuring production readiness and employing cutting edge technology and innovative approaches collaborate with the open source community pytorch vllm hugging face about you master s degree in computer science machine learning data science or a related field experience contributing to popular open source libraries such as pytorch tensorflow jax vllm transformers passion for contributing to the open source software ecosystem expert programming skills in python pytorch mlops adaptable proactive and autonomous attention to detail and a drive to go the last mile to build almost perfect tools deep understanding of machine learning approaches especially llms and algorithms low ego collaborative and have a real team player mindset now it would be ideal if you have experience with training and fine tuning large language models e g distillation supervised fine tuning policy optimization experience working with slurm worked with research teams before experience as a core maintainer of a popular ml open source librarylocation remote this role is primarily based at one of our european offices paris and london we will prioritize candidates who either reside there or are open to relocating we strongly believe in the value of in person collaboration to foster strong relationships and seamless communication within our team our remote work policy is designed to offer flexibility enhance work life balance and boost productivity in certain specific situations we will also consider remote candidates based in one of the countries listed in this job posting currently france uk in that case we ask all new hires to visit our local office for the first month of their onboarding accommodation and travelling covered then at least 3 days per month what we offer competitive salary and equity health insurance transportation allowance sport allowance meal vouchers private pension plan parental generous parental leave policy visa sponsorshipwe may use artificial intelligence ai tools to support parts of the hiring process such as reviewing applications analyzing resumes or assessing responses these tools assist our recruitment team but do not replace human judgment final hiring decisions are ultimately made by humans if you would like more information about how your data is processed please contact us,Non spécifié,"github, go, python, pytorch, tensorflow, transformers",Paris - 75,75,Île-de-France
1761128144-6,machine learning engineer ,Intelligence Artificielle,Lifen, 43 800 - 65 000  / an,43800,65000,,qui sommes nous lifen met l intelligence des données au service des soignants depuis 2015 nous transformons fondamentalement la façon dont les données médicales sont accessibles structurées et partagées pour améliorer la qualité des soins notre impact concret 800 établissements nous font déjà confiance 150 000 professionnels de santé gagnent du temps grâce à nos solutions 40 des comptes rendus médicaux français passent par notre plateforme des milliers d heures rendues aux soignants pour ce qui compte vraiment soigner plus récemment et avec le soutien de france 2030 nous nous attaquons à un défi majeur accélérer la recherche contre le cancer comment en transformant par l ia des milliers de dossiers patients en données exploitables pour la recherche aux côtés de gustave roussy nous donnons déjà vie à cette mission sur le cancer du poumon aujourd hui nous sommes 140 lifeners partageant une mission commune construire un monde en meilleure santé l aventure ne fait que commencer notre équipe ia l équipe ia de lifen délivre plus d un million de prédictions quotidiennes en temps réel alimentant notre produit phare lifen document qui transforme les échanges de comptes rendus médicaux entre praticiens en france avec 6 années d expertise dans le traitement de données médicales notre équipe de 5 ml engineers et 1 engineering manager maîtrise l art de construire des modèles robustes et sécurisés qui accélèrent drastiquement les tâches administratives des professionnels de santé de l extraction de layout à la pseudonymisation en passant par le fine tuning de llm pour l extraction de données médicales et les algorithmes de nlp pour structurer les documents nous couvrons toute la chaîne de traitement intelligent des données de santé ce que tu feras chez nous chez lifen le machine learning couvre tout le cycle de vie des modèles du poc à l intégration dans notre stack jusqu à la mise en production et la maintenance le tout avec des pratiques exemplaires de software engineering ici tu écris du code qui tourne en production et pas seulement des expériences isolées dans des notebooks au quotidien tu vas adapter des algorithmes existants à de nouveaux cas d usage et concevoir des solutions quand c est nécessaire garantir la performance et la robustesse de nos modèles de base en assurant leur maintenance régulière au service des besoins produit faire évoluer notre infrastructure ml en développant de nouvelles fonctionnalités pour accélérer l entraînement le déploiement et l évaluation des modèles bonus tu collabores étroitement avec les équipes produit data et plateforme pour livrer des modèles fiables mesurables et faciles à opérer ce que nous recherchons tu es diplômé d une top école d ingénieur d informatique ou de sciences appliquées software engineering tu possèdes un état d esprit software engineer et une maîtrise de python et de l écosystème uv mypy fastapi pydantic machine learning tu as 1 à 2 ans d expérience d entrainement de modèles de deep learning pytorch huggingface tensorflow keras et de l expérience avec des llms apis fine tuning devops orchestration tu es à l aise avec les concepts de production d intégration continue git docker ci cd monitoring etc et de pipelines kubeflow airflow etc tu disposes déjà d une première expérience dans le déploiement de pipelines d apprentissage automatique dans des contextes de production de la collecte de données à l évaluation de modèles tu as une bonne connaissance du nlp qui va du fonctionnement des modèles classiques aux dernières publications du domaine excellentes capacités de communication autonomie adaptabilité souci du détail et esprit d équipe nous communiquons ensemble en français mais publions des papiers en anglais donc les deux langues sont obligatoires si tu as connaissances dans le domaine de la santé c est la cerise sur le gâteau nos avantages rythme hybride 2 jours semaine au bureau 3 semaines de full remote par an carte swile avec 9 jour avec prise en charge par lifen de 50 mutuelle santé incluant médecine alternative et soutien en santé mentale prise en charge à 50 30 mois pour des concerts abonnements spotify etc bspce pour tous les lifeners en cdi prise en charge à 100 du congé maternité et paternité 5 jours enfants malades par an 1 offsite par semestre et par équipe 1 offsite global lifen par an monthly d entreprise politique de rémunération transparente et graduelle notre process de recrutement premier échange rh avec antoine talent acquisition manager 30 minutes entretien avec le manager ou un membre de l équipe 45 minutes cas pratique à préparer chez soi puis restitution et discussion avec l équipe dans nos locaux 1 heure entretien final avec deux lifeners d une autre équipe prises de références 50 000 69 000 a yearsoigner mieux en soignant ensemble c est aussi agir avec bienveillance à l image du secteur dans lequel nous évoluons nous favorisons la diversité l inclusion et l équité nous mettons en valeur vos compétences et votre savoir faire et bannissons toute forme de discrimination qu elle soit sexuelle religieuse ou politique,Non spécifié,"airflow, docker, fastapi, git, keras, llm, nlp, python, pytorch, tensorflow",Paris - 75,75,Île-de-France
1761128145-7,offensive security - applied machine learning engineer ,Intelligence Artificielle,apple, 43 800 - 65 000  / an,43800,65000,,apple s security engineering architecture organization is responsible for the security of all apple products passionate about safeguarding our users we believe that the best defense requires a phenomenal offense when it comes to securing more than a billion devices running the world s most sophisticated operating systems that means finding vulnerabilities first can you make a difference on this scale join our extraordinary team of security researchers and help protect all apple users join our team and help redefine the landscape of vulnerability research on apple platforms by harnessing cutting edge language models and generative technologies in this highly innovative domain you will create advanced ml tools that automate security assessments making a massive impact across a global user base a key part of your work will involve sifting through enormous volumes of system and application logs hunting for that needle in the haystack subtle anomalies and indicators of potential vulnerabilities hidden within petabytes of data by applying large language models llms to complex codebases you ll identify weaknesses and generate sophisticated test suites to probe them you ll collaborate with dedicated vulnerability research teams and ml experts experience with reinforcement learning is a significant plus join us to push the boundaries of ml driven security and fortify the digital experience for millions of users worldwide remote or in office roles are considered including paris cupertino and other locations proven foundation in ml with special emphasis on generative technologies and language models experience in training and fine tuning language models over structured weakly structured or code based datasets expertise in ml frameworks like pytorch or jax experience with tool development using programming languages such as c c python swift objective c creative effective problem solving and analytical skills ability to comprehend interpret and apply ground breaking research into products familiarity with prompt engineering reinforcement learning chain of thought approaches experience in software engineering,Non spécifié,"python, pytorch, swift",Paris - 75,75,Île-de-France
